,store,sido,gungu,store_address
1115,효자(전주),전북,전주시,전북 전주시 완산구 거마평로 121
1116,효천,전북,전주시,전북 전주시 완산구 홍산로 14
1117,상동,전북,정읍시,전북 정읍시 관통로 26-1
1118,수성(정읍),전북,정읍시,전북 정읍시 수성로 10-1
1119,진안,전북,진안군,전북 진안군 진안읍 진장로 26
1120,강진,전남,강진군,전남 강진군 강진읍 영랑로3길 7
1121,고흥,전남,고흥군,전남 고흥군 고흥읍 신계학림길 16
1122,광양읍1호,전남,광양시,전라남도 광양시 광양읍 인덕로 1009
1123,광양읍2호,전남,광양시,전남 광양시 광양읍 용강로 75
1124,중마1호,전남,광양시,전남 광양시 사동로 199
1125,중마2호,전남,광양시,전남 광양시 광장로 149-1
1126,구례,전남,구례군,전남 구례군 구례읍 중앙로 50
1127,나주,전남,나주시,전남 나주시 대호길 49-1
1128,남평,전남,나주시,전남 나주시 남평읍 강변2길 15
1129,빛가람1호,전남,나주시,전남 나주시 상야1길 20
1130,담양,전남,담양군,전남 담양군 담양읍 죽향대로 1204
1131,비파,전남,목포시,전남 목포시 비파로 123상동
1132,삼학,전남,목포시,전남 목포시 자유로 87 107호
1133,상동석현,전남,목포시,전남 목포시 옥암로 182 경현빌딩 1층
1134,옥암,전남,목포시,전남 목포시 남악1로 52번길 8
1135,용해,전남,목포시,전남 목포시 용해지구로 57
1136,원산,전남,목포시,전남 목포시 연산로 153
1137,하당,전남,목포시,전남 목포시 평화로 10
1138,남악,전남,무안군,"전남 무안군 삼향읍 남악4로 50 골든스위트 119,120호"
1139,무안읍,전남,무안군,전남 무안군 무안읍 면성1길 129
1140,보성,전남,보성군,전남 보성군 보성읍 중앙로 101
1141,금당1호,전남,순천시,전남 순천시 장선배기길 77  1-4호
1142,남부(순천),전남,순천시,전남 순천시 장평로 50
1143,순천대점,전남,순천시,전남 순천시 순천대2길 30
1144,신대,전남,순천시,전남 순천시 신대1길 4-3
1145,연향,전남,순천시,전남 순천시 연향번영8길 11
1146,용당서면,전남,순천시,전남 순천시 삼산로 112
1147,조례,전남,순천시,전남 순천시 봉화2길 36
1148,팔마,전남,순천시,전남 순천시 팔마4길 9
1149,국동,전남,여수시,전남 여수시 신월로 570
1150,덕충,전남,여수시,"전남 여수시 박람회길46 113호,114호"
1151,돌산,전남,여수시,전남 여수시 돌산읍 강남9길 17
1152,둔덕,전남,여수시,전남 여수시 쌍봉로 361
1153,문수,전남,여수시,전남 여수시 여문문화2길 42
1154,신기,전남,여수시,전남 여수시 망마로 81
1155,안산,전남,여수시,전남 여수시 도원로 182
1156,여서,전남,여수시,전남 여수시 여서1로 70
1157,웅천,전남,여수시,"전남 여수시 예울마루로 37-26, 104호"
1158,죽림무선,전남,여수시,전남 여수시 소라면 죽림로 19
1159,영광,전남,영광군,전남 영광군 영광읍 신남로 156-1
1160,삼호,전남,영암군,전남 영암군 삼호읍 대불주거로 118
1161,완도,전남,완도군,전남 완도군 완도읍 장보고대로 182
1162,장흥,전남,장흥군,전남 장흥군 장흥읍 동교2길 23
1163,진도,전남,진도군,전남 진도군 진도읍 남문길 8-6
1164,함평,전남,함평군,전남 함평군 함평읍 중앙길 84-3
1165,해남,전남,해남군,전남 해남군 해남읍 북부순환로 178
1166,화순,전남,화순군,전남 화순군 화순읍 광덕로 136
1167,경산,경북,경산시,경북 경산시 성암로21길 3-1
1168,경산오거리,경북,경산시,경북 경산시 원효로 2
1169,계양사동,경북,경산시,경북 경산시 백자로20길 12사동
1170,영대,경북,경산시,경북 경산시 압량면 압독2로 22
1171,진량,경북,경산시,경북 경산시 진량읍 봉황길 41
1172,하양,경북,경산시,경북 경산시 하양읍 하양로 21
1173,동천(경주),경북,경주시,경북 경주시 양정로 286-1
1174,성건중앙,경북,경주시,경북 경주시 공영주택길 6-1성건동
1175,안강,경북,경주시,경북 경주시 안강읍 구부랑길 43-1
1176,외동(경주),경북,경주시,경북 경주시 외동읍 입실로 31
1177,용강(경주),경북,경주시,경북 경주시 용황로10길 8용강동
1178,충효,경북,경주시,경북 경주시 충효중앙길 27
1179,황성,경북,경주시,경북 경주시 용담로116번길 7
1180,고령,경북,고령군,경북 고령군 대가야읍 왕릉로 79
1181,다산,경북,고령군,경북 고령군 다산면 상곡길 40
1182,도량,경북,구미시,경북 구미시 송동로 66
1183,문성,경북,구미시,경북 구미시 고아읍 당산로1길 8
1184,봉곡,경북,구미시,경북 구미시 봉곡남로 87-1
1185,산동,경북,구미시,경북 구미시 산동면 신당1로 2길 5
1186,상모,경북,구미시,경북 구미시 상사서로 92
1187,선산,경북,구미시,경북 구미시 선산읍 선산중앙로 98-1
1188,송정(구미),경북,구미시,"경북 구미시 송원동로 41송정동,우방타운206동2호"
1189,신평공단,경북,구미시,경북 구미시 신비로 21
1190,옥계,경북,구미시,경북 구미시 산호대로 29길 6
1191,원평,경북,구미시,경북 구미시 원남로 69
1192,원호,경북,구미시,경북 구미시 고아읍 문장로 202
1193,인동,경북,구미시,경북 구미시 여헌로 98-1
1194,진평,경북,구미시,경북 구미시 인동26길 20
1195,형곡,경북,구미시,경북 구미시 형곡로 100
1196,김천,경북,김천시,"경북 김천시 신음새동네길 82, 가동"
1197,김천부곡,경북,김천시,경북 김천시 김천로 10
